0,4533578,6.6564410921,,
1,78008,4.8921391434,,
2,322887,5.5090505599,,
3,168627,5.2269271137,,
4,535597,5.7288381358,,
5,58983,4.7707268579,,
6,391780,5.5930422619,,
7,36883,4.5668262386,,
8,428256,5.6317034563,,
9,89721,4.9528941054,,
10,114474,5.0587068584,,
11,46271,4.6653088855,,
12,290901,5.4637452142,,
13,53199,4.7259034688,,6.3491666667
14,73064,4.8637034446,,
15,67688,4.830511682,,
16,184214,5.2653226329,,
17,58313,4.7657653849,,
18,102410,5.0103423661,,
19,49887,4.697987388,,
20,93050,4.9687163775,,
21,39011,4.5911870831,,
22,76278,4.8823992974,,
23,32691,4.5144282056,,
24,113049,5.0532667251,,
25,29800,4.4742162641,,
26,78089,4.8925898613,,
27,30475,4.4839437143,,
28,80063,4.9034318593,,
29,28053,4.4479793117,,
30,68871,4.8380363889,,
31,27723,4.442840225,,
32,74328,4.8711524471,,
33,27722,4.4428245592,,
34,50797,4.7058380642,,
35,25852,4.4124941473,,
36,54919,4.7397226207,,
37,23999,4.3801931457,,
38,39088,4.5920434496,,
39,24487,4.3889355812,,
40,47174,4.6737027027,,
41,21177,4.3258644366,,
42,32943,4.5177631463,,
43,19968,4.300334568,,
44,44327,4.6466683397,,
45,20049,4.3020927158,,
46,29688,4.4725809413,,
47,17461,4.2420691123,,
48,41040,4.6132073521,,
49,15692,4.1956782995,,
50,26592,4.4247510021,,
51,16356,4.2136771019,,
52,34979,4.5438073895,,
53,14650,4.1658376247,,
54,24521,4.3895381773,,
55,13590,4.1332194567,,
56,29719,4.473034192,,
57,13566,4.1324518127,,
58,21202,4.3263768302,,
59,12736,4.1050330504,,
60,25004,4.3980094902,,
61,12382,4.0927907997,,
62,18418,4.2652424686,,
63,12076,4.0819231044,,
64,21583,4.3341118107,,
65,11367,4.05564586,,
66,16922,4.2284516907,,
67,10758,4.0317315399,,
68,18147,4.2588048392,,
69,10288,4.0123309556,,
70,15249,4.1832413644,,
71,9763,3.9895832893,,
72,16756,4.2241703517,,
73,9378,3.9721102284,,
74,13529,4.1312656968,,
75,9225,3.9649663748,,
76,14432,4.1593265202,,
77,8937,3.9511917579,,
78,11890,4.0751818546,,
79,8523,3.9305924884,,
80,13368,4.1260664369,,
81,8157,3.9115304623,,
82,10882,4.0367087216,,
83,7808,3.8925398047,,
84,11844,4.0734983987,,
85,7102,3.851380668,,
86,10158,4.0068082085,,
87,6824,3.8340390182,,
88,11541,4.062243441,,
89,6598,3.8194123112,,
90,9404,3.9733126205,,
91,6291,3.7987196852,,
92,9844,3.993171605,,
93,6035,3.7806772744,,
94,8556,3.9322707759,,
95,5859,3.767823498,,
96,9004,3.9544354863,,
97,5818,3.7647737169,,
98,7614,3.8816128725,,
99,5534,3.7430391548,,
100,7855,3.8951461894,,
101,5222,3.7178368675,,
102,7006,3.845470133,,
103,4855,3.6861892342,,
104,7660,3.8842287696,,
105,4662,3.6685722692,,
106,6596,3.819280647,,
107,4457,3.6490426341,,
108,6640,3.8221680794,,
109,4369,3.6403820447,,
110,6189,3.7916204827,,
111,4228,3.6261349786,,
112,6246,3.7956019799,,
113,4101,3.6128897693,,
114,5353,3.7285972434,,
115,4170,3.620136055,,
116,5317,3.7256666603,,
117,3856,3.5861370252,,
118,5065,3.7045794497,,
119,3801,3.5798978696,,
120,4984,3.6975780337,,
121,3587,3.5547313767,,
122,4676,3.6698745025,,
123,3333,3.5228353137,,
124,4674,3.6696887081,,
125,3168,3.5007851729,,
126,4449,3.6482624057,,
127,3057,3.4852954387,,
128,4409,3.6443400988,,
129,2840,3.45331834,,
130,4052,3.6076694367,,
131,2898,3.4620983811,,
132,4007,3.6028193424,,
133,2806,3.4480876667,,
134,3803,3.5801263254,,
135,2749,3.4391747398,,
136,3561,3.5515719737,,
137,2751,3.4394905904,,
138,3363,3.5267268673,,
139,2616,3.4176377397,,
140,3344,3.5242662688,,
141,2626,3.4192947218,,
142,3116,3.493597449,,
143,2409,3.3818368,,
144,3069,3.4869968884,,
145,2259,3.3539162309,,
146,3039,3.4827307001,,
147,2107,3.3236645356,,
148,2864,3.4569730136,,
149,2111,3.3244882333,,
150,2861,3.4565178578,,
151,2031,3.3077099234,,
152,2687,3.4292676664,,
153,1958,3.2918126875,,
154,2611,3.4168068718,,
155,1877,3.2734642726,,
156,2551,3.4067104586,,
157,1885,3.2753113545,,
158,2290,3.3598354823,,
159,1754,3.244029589,,
160,2269,3.3558344959,,
161,1772,3.2484637176,,
162,2101,3.3224260524,,
163,1734,3.2390490931,,
164,2086,3.3193143041,,
165,1657,3.2193225084,,
166,2005,3.302114377,,
167,1553,3.1911714557,,
168,1931,3.2857822738,,
169,1529,3.1844074854,,
170,1932,3.2860071221,,
171,1495,3.1746411927,,
172,1786,3.2518814546,,
173,1396,3.1448854183,,
174,1710,3.2329961104,,
175,1341,3.1274287779,,
176,1658,3.2195845262,,
177,1335,3.1254812657,,
178,1708,3.2324878664,,
179,1308,3.116607744,,
180,1574,3.197004728,,
181,1197,3.0780941504,,
182,1476,3.1690863575,,
183,1196,3.0777311797,,
184,1463,3.1652443261,,
185,1089,3.0370278798,,
186,1452,3.1619666164,,
187,1189,3.0751818546,,
188,1387,3.1420764611,,
189,1131,3.0534626049,,
190,1348,3.1296898922,,
191,1111,3.0457140589,,
192,1300,3.1139433523,,
193,988,2.9947569446,,
194,1261,3.1007150866,,
195,972,2.9876662649,,
196,1181,3.0722498976,,
197,969,2.9863237771,,
198,1154,3.0622058088,,
199,925,2.9661417327,,
200,1181,3.0722498976,,
201,910,2.9590413923,,
202,1069,3.0289777052,,
203,824,2.9159272117,,
204,1060,3.0253058653,,
205,833,2.9206450014,,
206,1041,3.0174507295,,
207,864,2.9365137425,,
208,955,2.9800033716,,
209,816,2.9116901588,,
210,945,2.9754318085,,
211,731,2.863917377,,
212,935,2.9708116109,,
213,793,2.8992731873,,
214,921,2.9642596302,,
215,725,2.8603380066,,
216,817,2.9122220565,,
217,675,2.8293037728,,
218,898,2.9532763367,,
219,695,2.8419848046,,
220,784,2.8943160627,,
221,649,2.8122446968,,
222,758,2.8796692056,,
223,632,2.8007170783,,
224,701,2.845718018,,
225,668,2.8247764625,,
226,696,2.8426092396,,
227,624,2.7951845897,,
228,634,2.8020892579,,
229,554,2.7435097647,,
230,678,2.8312296939,,
231,571,2.7566361082,,
232,608,2.7839035793,,
233,543,2.7347998296,,
234,639,2.8055008582,,
235,567,2.7535830589,,
236,606,2.7824726242,,
237,512,2.709269961,,
238,616,2.7895807122,,
239,531,2.7250945211,,
240,606,2.7824726242,,
241,506,2.7041505168,,
242,586,2.767897616,,
243,498,2.6972293428,,
244,520,2.7160033436,,
245,458,2.660865478,,
246,511,2.7084209001,,
247,435,2.638489257,,
248,531,2.7250945211,,
249,413,2.6159500517,,
